failure_code,failure_id,failure_name,category,finding_classification,controllability,cpcs_surface,required_change_or_effect
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Under-specification and hallucinated filler,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Under-specification and hallucinated filler,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Under-specification and hallucinated filler,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Under-specification and hallucinated filler,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Under-specification and hallucinated filler,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,verification_plan,"[""metric_event_graph_agreement"",""metric_identity_continuity"",""metric_object_state_transition"",""metric_occlusion_continuity""]"
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Under-specification and hallucinated filler,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Under-specification and hallucinated filler,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,experiment_registry,Register matched ablations for I02 with raw artifacts and immutable manifests.
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,profile_routing,Route to the Prompt and attention budget risk profile and provider capability filter.
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,canonical_score,"[""profile_resolution"",""constraints"",""provider_neutral_controls"",""provider_realization"",""unresolved"",""warnings""]"
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,verification_plan,"[""metric_observability_coverage"",""metric_control_retention"",""metric_event_graph_agreement""]"
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Contradictory instructions or impossible constraint set,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,experiment_registry,Register matched ablations for I03 with raw artifacts and immutable manifests.
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,profile_routing,Route to the Prompt and attention budget risk profile and provider capability filter.
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,canonical_score,"[""research_translation"",""provider_neutral_controls"",""provider_realization"",""warnings"",""provenance""]"
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,verification_plan,"[""metric_control_retention"",""metric_event_graph_agreement"",""metric_observability_coverage"",""metric_human_readability""]"
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Duplicate-format semantic competition,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,experiment_registry,Register matched ablations for I04 with raw artifacts and immutable manifests.
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,profile_routing,Route to the Prompt and attention budget risk profile and provider capability filter.
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,canonical_score,"[""constraints"",""provider_realization"",""warnings"",""research_translation""]"
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,verification_plan,"[""metric_actor_count_consistency"",""metric_event_graph_agreement"",""metric_control_retention""]"
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Negative-instruction leakage,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,experiment_registry,Register matched ablations for I05 with raw artifacts and immutable manifests.
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,profile_routing,Route to the Prompt and attention budget risk profile and provider capability filter.
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,canonical_score,"[""provider_neutral_controls"",""provider_realization"",""verification_requirements"",""warnings"",""loss_report""]"
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,verification_plan,"[""metric_observability_coverage"",""metric_camera_motion_agreement"",""metric_temporal_event_error"",""metric_reappearance_position_error""]"
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Numeric precision illusion,Prompt and attention budget,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,experiment_registry,Register matched ablations for I06 with raw artifacts and immutable manifests.
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,profile_routing,Route to the Audio and evaluator risk profile and provider capability filter.
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,canonical_score,"[""audio"",""actions"",""interactions"",""beats"",""verification_requirements""]"
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,verification_plan,"[""metric_audio_event_alignment"",""metric_temporal_event_error"",""metric_causal_edge_accuracy""]"
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio event lead or lag,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,experiment_registry,Register matched ablations for J01 with raw artifacts and immutable manifests.
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,profile_routing,Route to the Audio and evaluator risk profile and provider capability filter.
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,canonical_score,"[""audio"",""entities"",""performance"",""actions"",""verification_requirements""]"
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,verification_plan,"[""metric_lip_sync_offset"",""metric_role_assignment_accuracy"",""metric_audio_event_alignment"",""metric_identity_continuity""]"
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Speech–lip synchronization mismatch,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,experiment_registry,Register matched ablations for J02 with raw artifacts and immutable manifests.
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,profile_routing,Route to the Audio and evaluator risk profile and provider capability filter.
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,canonical_score,"[""audio"",""actions"",""entities"",""scenes"",""constraints""]"
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
