failure_code,failure_id,category,failure_name,severity,controllability,mitigation_order,mitigation_level,mitigation_level_name,method,expected_benefit,token_or_character_cost,generation_cost_impact,risk_of_new_failure,provider_dependency,evidence_strength,verification_method,verification_metric_ids,rollback,limitations,source_refs,research_status
H06,"failure://camera, edit, and anime discontinuity/smear_or_perspective_deformation_persists_as_anatomy/h06","Camera, edit, and anime discontinuity",Smear or perspective deformation persists as anatomy,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Compile a Controlled Deformation Contract: body region, source pose, destination pose, onset/end, maximum deformation, silhouette anchors, exposure frames, and required recovery frame.",Allows authored exaggeration while defining when normal anatomy must return.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_anatomy_recovery_latency, metric_identity_continuity, metric_actor_count_consistency, metric_edit_graphic_classification on paired seeds and retain per-seed outcomes.","[""metric_anatomy_recovery_latency"",""metric_identity_continuity"",""metric_actor_count_consistency"",""metric_edit_graphic_classification""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
H06,"failure://camera, edit, and anime discontinuity/smear_or_perspective_deformation_persists_as_anatomy/h06","Camera, edit, and anime discontinuity",Smear or perspective deformation persists as anatomy,high,requires_visual_or_control_conditioning,2,L3,reference image or storyboard,Provide source and destination keyframes plus optional smear reference isolated from persistent identity.,Anchors both valid anatomical states.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_anatomy_recovery_latency, metric_identity_continuity, metric_actor_count_consistency, metric_edit_graphic_classification on paired seeds and retain per-seed outcomes.","[""metric_anatomy_recovery_latency"",""metric_identity_continuity"",""metric_actor_count_consistency"",""metric_edit_graphic_classification""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
H06,"failure://camera, edit, and anime discontinuity/smear_or_perspective_deformation_persists_as_anatomy/h06","Camera, edit, and anime discontinuity",Smear or perspective deformation persists as anatomy,high,requires_visual_or_control_conditioning,3,L6,postproduction/compositing,Create smear frames as 2D animation/postproduction overlays between clean generated poses.,Makes deformation duration and recovery deterministic.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_anatomy_recovery_latency, metric_identity_continuity, metric_actor_count_consistency, metric_edit_graphic_classification on paired seeds and retain per-seed outcomes.","[""metric_anatomy_recovery_latency"",""metric_identity_continuity"",""metric_actor_count_consistency"",""metric_edit_graphic_classification""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
H07,"failure://camera, edit, and anime discontinuity/post_effect_anatomy_identity_or_style_recovery_failure/h07","Camera, edit, and anime discontinuity","Post-effect anatomy, identity, or style recovery failure",high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Define a full post-effect recovery state for anatomy, identity, costume, style, count, pose, and world layout, plus a deadline and minimum stable exposure.",Converts recovery from an implication into a verifiable terminal state.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_anatomy_recovery_latency, metric_identity_continuity, metric_object_state_transition, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_anatomy_recovery_latency"",""metric_identity_continuity"",""metric_object_state_transition"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B014"",""B015"",""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
H07,"failure://camera, edit, and anime discontinuity/post_effect_anatomy_identity_or_style_recovery_failure/h07","Camera, edit, and anime discontinuity","Post-effect anatomy, identity, or style recovery failure",high,requires_visual_or_control_conditioning,2,L3,reference image or storyboard,Use a required recovery keyframe/last frame and preserve it long enough for verification.,Directly anchors the postcondition.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_anatomy_recovery_latency, metric_identity_continuity, metric_object_state_transition, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_anatomy_recovery_latency"",""metric_identity_continuity"",""metric_object_state_transition"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B014"",""B015"",""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
H07,"failure://camera, edit, and anime discontinuity/post_effect_anatomy_identity_or_style_recovery_failure/h07","Camera, edit, and anime discontinuity","Post-effect anatomy, identity, or style recovery failure",high,requires_visual_or_control_conditioning,3,L7,regenerate only the failing interval,Regenerate only the effect-to-recovery interval with fixed clean boundary frames.,Limits resampling to the failed restoration.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_anatomy_recovery_latency, metric_identity_continuity, metric_object_state_transition, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_anatomy_recovery_latency"",""metric_identity_continuity"",""metric_object_state_transition"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B014"",""B015"",""B016"",""B017""]",literature-and-repository-grounded; live provider qualification pending
I01,failure://prompt and attention budget/constraint_overload/i01,Prompt and attention budget,Constraint overload,high,preventable_by_prompting,1,L1,structured prompt repair,"Emit one concise provider-native semantic authority ordered by hard locks, identities, event/causal spine, spatial/visibility transitions, camera, then style; remove verification-only fields and duplicate formats.",Improves adherence per character and makes priority explicit.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_event_graph_agreement, metric_control_retention, metric_observability_coverage, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_control_retention"",""metric_observability_coverage"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""M002"",""M007"",""B003""]",literature-and-repository-grounded; live provider qualification pending
I01,failure://prompt and attention budget/constraint_overload/i01,Prompt and attention budget,Constraint overload,high,preventable_by_prompting,2,L2,canonical event/state contract,"Use an attention-budget compiler that estimates semantic density, detects conflicts/repetition, and decides compress/simplify/split/reference/post before provider serialization.",Prevents overload deterministically rather than reacting after failure.,low,one additional candidate,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_event_graph_agreement, metric_control_retention, metric_observability_coverage, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_control_retention"",""metric_observability_coverage"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""M002"",""M007"",""B003""]",literature-and-repository-grounded; live provider qualification pending
I01,failure://prompt and attention budget/constraint_overload/i01,Prompt and attention budget,Constraint overload,high,preventable_by_prompting,3,L5,shot decomposition,Split the clip when hard controls cannot fit the provider's duration/conditioning budget without loss.,Reduces simultaneous control demand.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_event_graph_agreement, metric_control_retention, metric_observability_coverage, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_control_retention"",""metric_observability_coverage"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""M002"",""M007"",""B003""]",literature-and-repository-grounded; live provider qualification pending
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Prompt and attention budget,Under-specification and hallucinated filler,high,partially_mitigated_by_prompting,1,L2,canonical event/state contract,"Require a minimum sufficient specification: stable IDs/signatures, initial state, ordered critical events, causal edges, coordinate frame, visibility intervals/hidden path, final state, allowed variation, and explicit hard prohibitions.",Closes the highest-risk ambiguity while avoiding exhaustive microdirection.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_event_graph_agreement, metric_identity_continuity, metric_object_state_transition, metric_occlusion_continuity on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_identity_continuity"",""metric_object_state_transition"",""metric_occlusion_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B011"",""B014"",""B017""]",literature-and-repository-grounded; live provider qualification pending
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Prompt and attention budget,Under-specification and hallucinated filler,high,partially_mitigated_by_prompting,2,L3,reference image or storyboard,Bake high-dimensional identity/layout/state information into references rather than expanding prose indefinitely.,Uses the appropriate carrier for visual facts.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_event_graph_agreement, metric_identity_continuity, metric_object_state_transition, metric_occlusion_continuity on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_identity_continuity"",""metric_object_state_transition"",""metric_occlusion_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B011"",""B014"",""B017""]",literature-and-repository-grounded; live provider qualification pending
I02,failure://prompt and attention budget/under_specification_and_hallucinated_filler/i02,Prompt and attention budget,Under-specification and hallucinated filler,high,partially_mitigated_by_prompting,3,L5,shot decomposition,Shorten/split any interval whose hidden or sequential state cannot be represented and observed reliably.,Reduces the amount of invented interpolation required.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_event_graph_agreement, metric_identity_continuity, metric_object_state_transition, metric_occlusion_continuity on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_identity_continuity"",""metric_object_state_transition"",""metric_occlusion_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B011"",""B014"",""B017""]",literature-and-repository-grounded; live provider qualification pending
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Prompt and attention budget,Contradictory instructions or impossible constraint set,high,currently_unreliable_or_unsupported,1,L2,canonical event/state contract,"Run deterministic typed-merge, contradiction, satisfiability, duration-feasibility, and provider-capability gates; stop with needs_input or explicit unsupported loss instead of compiling a contradictory prompt.",Prevents stochastic conflict resolution by the model.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_observability_coverage, metric_control_retention, metric_event_graph_agreement on paired seeds and retain per-seed outcomes.","[""metric_observability_coverage"",""metric_control_retention"",""metric_event_graph_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""R006"",""R007"",""M002""]",literature-and-repository-grounded; live provider qualification pending
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Prompt and attention budget,Contradictory instructions or impossible constraint set,high,currently_unreliable_or_unsupported,2,L8,provider/model substitution,Select a provider/workflow that can carry the required control set or revise the production design.,Avoids silently degrading nonnegotiable controls.,low,one additional candidate,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_observability_coverage, metric_control_retention, metric_event_graph_agreement on paired seeds and retain per-seed outcomes.","[""metric_observability_coverage"",""metric_control_retention"",""metric_event_graph_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""R006"",""R007"",""M002""]",literature-and-repository-grounded; live provider qualification pending
I03,failure://prompt and attention budget/contradictory_instructions_or_impossible_constraint_set/i03,Prompt and attention budget,Contradictory instructions or impossible constraint set,high,currently_unreliable_or_unsupported,3,L5,shot decomposition,Decompose incompatible simultaneous requirements into shots or layers with valid local constraints.,Transforms an impossible global request into satisfiable components.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_observability_coverage, metric_control_retention, metric_event_graph_agreement on paired seeds and retain per-seed outcomes.","[""metric_observability_coverage"",""metric_control_retention"",""metric_event_graph_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""R006"",""R007"",""M002""]",literature-and-repository-grounded; live provider qualification pending
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Prompt and attention budget,Duplicate-format semantic competition,high,preventable_by_prompting,1,L1,structured prompt repair,"Maintain JSON as canonical internal authority, YAML as human authoring, optional XML as an event envelope only when justified, and compile exactly one provider-native prompt payload.",Removes contradiction and overhead while preserving internal structure.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_control_retention, metric_event_graph_agreement, metric_observability_coverage, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_control_retention"",""metric_event_graph_agreement"",""metric_observability_coverage"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""M002"",""M007""]",literature-and-repository-grounded; live provider qualification pending
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Prompt and attention budget,Duplicate-format semantic competition,high,preventable_by_prompting,2,L2,canonical event/state contract,Run identical-semantics A/B tests across formats and select by measured adherence per character for each provider/version; never generalize across providers without evidence.,Turns format choice into an empirical adapter policy.,low,one additional candidate,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_control_retention, metric_event_graph_agreement, metric_observability_coverage, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_control_retention"",""metric_event_graph_agreement"",""metric_observability_coverage"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""M002"",""M007""]",literature-and-repository-grounded; live provider qualification pending
I04,failure://prompt and attention budget/duplicate_format_semantic_competition/i04,Prompt and attention budget,Duplicate-format semantic competition,high,preventable_by_prompting,3,L8,provider/model substitution,Use the provider's documented structured API fields or change workflow when exact structure is required but the endpoint accepts only opaque text.,Avoids pretending a text box is a structured parser.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_control_retention, metric_event_graph_agreement, metric_observability_coverage, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_control_retention"",""metric_event_graph_agreement"",""metric_observability_coverage"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R005"",""M002"",""M007""]",literature-and-repository-grounded; live provider qualification pending
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Prompt and attention budget,Negative-instruction leakage,high,preventable_by_prompting,1,L0,wording repair,"Prefer positive invariants and mutually exclusive allowed states—'exactly two actors, one per lane'—over repeated forbidden concepts; use provider-native negative fields only where documented and tested.",Reduces lexical activation and gives the model a concrete target.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_actor_count_consistency, metric_event_graph_agreement, metric_control_retention on paired seeds and retain per-seed outcomes.","[""metric_actor_count_consistency"",""metric_event_graph_agreement"",""metric_control_retention""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""M001"",""M003"",""R005""]",literature-and-repository-grounded; live provider qualification pending
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Prompt and attention budget,Negative-instruction leakage,high,preventable_by_prompting,2,L2,canonical event/state contract,Compile hard prohibitions into canonical validators and positive state/count contracts; serialize only the minimal provider-appropriate negative subset.,Keeps prohibition authority in verification even when prompt wording is compressed.,low,one additional candidate,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_actor_count_consistency, metric_event_graph_agreement, metric_control_retention on paired seeds and retain per-seed outcomes.","[""metric_actor_count_consistency"",""metric_event_graph_agreement"",""metric_control_retention""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""M001"",""M003"",""R005""]",literature-and-repository-grounded; live provider qualification pending
I05,failure://prompt and attention budget/negative_instruction_leakage/i05,Prompt and attention budget,Negative-instruction leakage,high,preventable_by_prompting,3,L3,reference image or storyboard,Use a positive reference image/storyboard that excludes the forbidden state.,Provides a direct visual target rather than a lexical negation.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_actor_count_consistency, metric_event_graph_agreement, metric_control_retention on paired seeds and retain per-seed outcomes.","[""metric_actor_count_consistency"",""metric_event_graph_agreement"",""metric_control_retention""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""M001"",""M003"",""R005""]",literature-and-repository-grounded; live provider qualification pending
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Prompt and attention budget,Numeric precision illusion,high,partially_mitigated_by_prompting,1,L2,canonical event/state contract,"Classify each numeric control as direct API parameter, control-media carrier, compressed-to-text approximation, evaluation-only target, or unsupported loss; never silently upgrade text to deterministic control.",Aligns confidence with actual carrier capability.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_observability_coverage, metric_camera_motion_agreement, metric_temporal_event_error, metric_reappearance_position_error on paired seeds and retain per-seed outcomes.","[""metric_observability_coverage"",""metric_camera_motion_agreement"",""metric_temporal_event_error"",""metric_reappearance_position_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R004"",""R005"",""R007"",""M002"",""M007""]",literature-and-repository-grounded; live provider qualification pending
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Prompt and attention budget,Numeric precision illusion,high,partially_mitigated_by_prompting,2,L4,"pose, mask, depth, trajectory, or control video",Move exact spatial/timing trajectories into control media or a workflow that exposes the relevant parameter.,Uses a carrier capable of representing the required precision.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_observability_coverage, metric_camera_motion_agreement, metric_temporal_event_error, metric_reappearance_position_error on paired seeds and retain per-seed outcomes.","[""metric_observability_coverage"",""metric_camera_motion_agreement"",""metric_temporal_event_error"",""metric_reappearance_position_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R004"",""R005"",""R007"",""M002"",""M007""]",literature-and-repository-grounded; live provider qualification pending
I06,failure://prompt and attention budget/numeric_precision_illusion/i06,Prompt and attention budget,Numeric precision illusion,high,partially_mitigated_by_prompting,3,L9,unsupported or not reliably controllable,Mark the requirement unsupported when no available provider/control/post workflow can enforce and verify the demanded precision.,Prevents false claims of exactness.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_observability_coverage, metric_camera_motion_agreement, metric_temporal_event_error, metric_reappearance_position_error on paired seeds and retain per-seed outcomes.","[""metric_observability_coverage"",""metric_camera_motion_agreement"",""metric_temporal_event_error"",""metric_reappearance_position_error""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""R004"",""R005"",""R007"",""M002"",""M007""]",literature-and-repository-grounded; live provider qualification pending
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio and evaluator,Audio event lead or lag,high,requires_postproduction,1,L2,canonical event/state contract,"Create cross-modal anchors linking each sound to a typed visual event, source entity/location, onset, allowed offset, duration, and semantic class.",Separates temporal and semantic synchronization requirements.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_audio_event_alignment, metric_temporal_event_error, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_audio_event_alignment"",""metric_temporal_event_error"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B022"",""B023""]",literature-and-repository-grounded; live provider qualification pending
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio and evaluator,Audio event lead or lag,high,requires_postproduction,2,L6,postproduction/compositing,Generate or edit audio after the visual event timing is accepted; align impacts and accents to verified event frames.,Makes synchronization deterministic.,low,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_audio_event_alignment, metric_temporal_event_error, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_audio_event_alignment"",""metric_temporal_event_error"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B022"",""B023""]",literature-and-repository-grounded; live provider qualification pending
J01,failure://audio and evaluator/audio_event_lead_or_lag/j01,Audio and evaluator,Audio event lead or lag,high,requires_postproduction,3,L7,regenerate only the failing interval,Replace only the failing audio interval/stem and preserve accepted visuals.,Avoids resampling synchronized visual content.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_audio_event_alignment, metric_temporal_event_error, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_audio_event_alignment"",""metric_temporal_event_error"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B022"",""B023""]",literature-and-repository-grounded; live provider qualification pending
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Audio and evaluator,Speech–lip synchronization mismatch,high,requires_postproduction,1,L2,canonical event/state contract,"Bind utterance text/audio, speaker ID, shot visibility, phoneme/time alignment target, and mouth-performance interval in the canonical score.",Prevents speaker and timing from being inferred independently.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_lip_sync_offset, metric_role_assignment_accuracy, metric_audio_event_alignment, metric_identity_continuity on paired seeds and retain per-seed outcomes.","[""metric_lip_sync_offset"",""metric_role_assignment_accuracy"",""metric_audio_event_alignment"",""metric_identity_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B023"",""B024""]",literature-and-repository-grounded; live provider qualification pending
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Audio and evaluator,Speech–lip synchronization mismatch,high,requires_postproduction,2,L6,postproduction/compositing,Use dedicated lip-sync/voice postproduction after picture lock or generate dialogue-focused shots separately.,Provides precise alignment without resampling complex action.,low,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_lip_sync_offset, metric_role_assignment_accuracy, metric_audio_event_alignment, metric_identity_continuity on paired seeds and retain per-seed outcomes.","[""metric_lip_sync_offset"",""metric_role_assignment_accuracy"",""metric_audio_event_alignment"",""metric_identity_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B023"",""B024""]",literature-and-repository-grounded; live provider qualification pending
J02,failure://audio and evaluator/speech_lip_synchronization_mismatch/j02,Audio and evaluator,Speech–lip synchronization mismatch,high,requires_postproduction,3,L5,shot decomposition,Use dialogue coverage with readable frontal/profile constraints and separate high-action shots.,Reduces simultaneous articulation and choreography demands.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_lip_sync_offset, metric_role_assignment_accuracy, metric_audio_event_alignment, metric_identity_continuity on paired seeds and retain per-seed outcomes.","[""metric_lip_sync_offset"",""metric_role_assignment_accuracy"",""metric_audio_event_alignment"",""metric_identity_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B023"",""B024""]",literature-and-repository-grounded; live provider qualification pending
